class,compound,bottle,replicate,value,average
Esters,Acetic_acid_2-phenylethyl_ester,Herradura Reposado,5,0.21800185606245087,0.221
Esters,Acetic_acid_2-phenylethyl_ester,Milagro Select Barrel Reserve Reposado,1,0.1942016239595051,0.232
Esters,Acetic_acid_2-phenylethyl_ester,Milagro Select Barrel Reserve Reposado,2,0.20501600515074503,0.232
Esters,Acetic_acid_2-phenylethyl_ester,Milagro Select Barrel Reserve Reposado,3,0.19956120235979113,0.232
Esters,Acetic_acid_2-phenylethyl_ester,Milagro Select Barrel Reserve Reposado,4,0.23482338595819796,0.232
Esters,Acetic_acid_2-phenylethyl_ester,Milagro Select Barrel Reserve Reposado,5,0.28093358118265155,0.232
Esters,Acetic_acid_2-phenylethyl_ester,Siete Leguas Reposado,1,0.21312241812095975,0.215
Esters,Acetic_acid_2-phenylethyl_ester,Siete Leguas Reposado,2,0.20665091036906183,0.215
Esters,Acetic_acid_2-phenylethyl_ester,Siete Leguas Reposado,3,0.22331364710016033,0.215
Esters,Acetic_acid_2-phenylethyl_ester,Siete Leguas Reposado,4,0.21823036171449445,0.215
Esters,Acetic_acid_2-phenylethyl_ester,Siete Leguas Reposado,5,0.21402001955352057,0.215
Esters,Acetic_acid_2-phenylethyl_ester,Clase Azul Reposado,1,0.24607541764070964,0.228
Esters,Acetic_acid_2-phenylethyl_ester,Clase Azul Reposado,2,0.21575441018936894,0.228
Esters,Acetic_acid_2-phenylethyl_ester,Clase Azul Reposado,3,0.26848847185259317,0.228
Esters,Acetic_acid_2-phenylethyl_ester,Clase Azul Reposado,4,0.24734309667287854,0.228
Esters,Acetic_acid_2-phenylethyl_ester,Clase Azul Reposado,5,0.23002094167433024,0.228
Esters,Acetic_acid_2-phenylethyl_ester,Corralejo Reposado,1,0.12731467211356481,0.143
Esters,Acetic_acid_2-phenylethyl_ester,Corralejo Reposado,2,0.09482839972181639,0.143
Esters,Acetic_acid_2-phenylethyl_ester,Corralejo Reposado,3,0.10521391159257573,0.143
Esters,Acetic_acid_2-phenylethyl_ester,Corralejo Reposado,4,0.10358915661308554,0.143
Esters,Acetic_acid_2-phenylethyl_ester,Corralejo Reposado,5,0.12510389143283265,0.143
Esters,Acetic_acid_2-phenylethyl_ester,Avion Silver Reposado,1,0.1994739627505393,0.209
Esters,Acetic_acid_2-phenylethyl_ester,Avion Silver Reposado,2,0.19414550821025275,0.209
Esters,Acetic_acid_2-phenylethyl_ester,Avion Silver Reposado,3,0.18708798477592306,0.209
Esters,Acetic_acid_2-phenylethyl_ester,Avion Silver Reposado,4,0.19301624462040873,0.209
Esters,Acetic_acid_2-phenylethyl_ester,Avion Silver Reposado,5,0.19939688326626143,0.209
Esters,3-methylbutyl_acetate,Cazadores Anejo,1,0.4132541835165615,0.272
Esters,3-methylbutyl_acetate,Cazadores Anejo,2,0.2868485032394248,0.272
Esters,3-methylbutyl_acetate,Cazadores Anejo,3,0.18232053518597616,0.272
Esters,3-methylbutyl_acetate,Cazadores Anejo,4,0.3658200701945405,0.272
Esters,3-methylbutyl_acetate,Cazadores Anejo,5,0.3772235637643675,0.272
Esters,3-methylbutyl_acetate,El Jimador Anejo,1,0.3418604203723822,0.353
Esters,3-methylbutyl_acetate,El Jimador Anejo,2,0.35867044977897167,0.353
Esters,3-methylbutyl_acetate,El Jimador Anejo,3,0.3176071641875931,0.353
Esters,3-methylbutyl_acetate,El Jimador Anejo,4,0.36060992735716696,0.353
Esters,3-methylbutyl_acetate,El Jimador Anejo,5,0.3384615266106832,0.353
Esters,3-methylbutyl_acetate,Cabo Wabo Blanco,1,0.41874849207782733,0.428
Esters,3-methylbutyl_acetate,Cabo Wabo Blanco,2,0.4232136641935107,0.428
Esters,3-methylbutyl_acetate,Cabo Wabo Blanco,3,0.42292008621917976,0.428
Esters,3-methylbutyl_acetate,Cabo Wabo Blanco,4,0.4226633811273929,0.428
Esters,3-methylbutyl_acetate,Cabo Wabo Blanco,5,0.4247573266382396,0.428
Esters,3-methylbutyl_acetate,Don Julio Blanco,1,0.4665499237334755,0.333
Esters,3-methylbutyl_acetate,Don Julio Blanco,2,0.01814500584126094,0.333
Esters,3-methylbutyl_acetate,Don Julio Blanco,3,0.19637817707924812,0.333
Esters,3-methylbutyl_acetate,Don Julio Blanco,4,0.13624585985500995,0.333
Esters,3-methylbutyl_acetate,Don Julio Blanco,5,0.3547113530157197,0.333
Esters,3-methylbutyl_acetate,Espolon Blanco,1,0.4198627992685618,0.416
Esters,3-methylbutyl_acetate,Espolon Blanco,2,0.40793844670565343,0.416
Esters,3-methylbutyl_acetate,Espolon Blanco,3,0.4044096399522894,0.416
Esters,3-methylbutyl_acetate,Espolon Blanco,4,0.41023242562675927,0.416
Esters,3-methylbutyl_acetate,Espolon Blanco,5,0.41564858665941473,0.416
Esters,3-methylbutyl_acetate,Patron Silver,1,0.42400509788894936,0.441
Esters,3-methylbutyl_acetate,Patron Silver,2,0.43281139768350363,0.441
Esters,3-methylbutyl_acetate,Patron Silver,3,0.43214096885832376,0.441
Esters,3-methylbutyl_acetate,Patron Silver,4,0.4457399670527813,0.441
Esters,3-methylbutyl_acetate,Patron Silver,5,0.4346695136863548,0.441
Esters,3-methylbutyl_acetate,Casa Noble Crystal,1,0.4773389844219644,0.457
Esters,3-methylbutyl_acetate,Casa Noble Crystal,2,0.41911105034106744,0.457
Esters,3-methylbutyl_acetate,Casa Noble Crystal,3,0.44799200433678066,0.457
Esters,3-methylbutyl_acetate,Casa Noble Crystal,4,0.4729286928942978,0.457
Esters,3-methylbutyl_acetate,Casa Noble Crystal,5,0.4608817165118311,0.457
Esters,3-methylbutyl_acetate,Tres Generaciones Plata,1,0.45794267605738886,0.45
Esters,3-methylbutyl_acetate,Tres Generaciones Plata,2,0.45235346093723766,0.45
Esters,3-methylbutyl_acetate,Tres Generaciones Plata,3,0.44766693068281627,0.45
Esters,3-methylbutyl_acetate,Tres Generaciones Plata,4,0.41718628652133705,0.45
Esters,3-methylbutyl_acetate,Tres Generaciones Plata,5,0.44084311321517483,0.45
Esters,3-methylbutyl_acetate,1800 Anejo,1,0.4808159194266005,0.502
Esters,3-methylbutyl_acetate,1800 Anejo,2,0.46742666857428916,0.502
Esters,3-methylbutyl_acetate,1800 Anejo,3,0.4857974757513649,0.502
Esters,3-methylbutyl_acetate,1800 Anejo,4,0.5423122802377348,0.502
Esters,3-methylbutyl_acetate,1800 Anejo,5,0.48952726994669826,0.502
Esters,3-methylbutyl_acetate,Jose Cuervo Especial,1,0.46730117521218917,0.53
Esters,3-methylbutyl_acetate,Jose Cuervo Especial,2,0.5532697548171602,0.53
Esters,3-methylbutyl_acetate,Jose Cuervo Especial,3,0.5054252540772584,0.53
Esters,3-methylbutyl_acetate,Jose Cuervo Especial,4,0.5165022133834735,0.53
Esters,3-methylbutyl_acetate,Jose Cuervo Especial,5,0.4805985143455389,0.53
Esters,3-methylbutyl_acetate,Herradura Reposado,1,0.3548203624678621,0.392
Esters,3-methylbutyl_acetate,Herradura Reposado,2,0.3911095278936863,0.392
Esters,3-methylbutyl_acetate,Herradura Reposado,3,0.38354312236960425,0.392
Esters,3-methylbutyl_acetate,Herradura Reposado,4,0.3769869772718956,0.392
Esters,3-methylbutyl_acetate,Herradura Reposado,5,0.3746605421528547,0.392
Esters,3-methylbutyl_acetate,Milagro Select Barrel Reserve Reposado,1,0.38734249298125056,0.379
Esters,3-methylbutyl_acetate,Milagro Select Barrel Reserve Reposado,2,0.3698761612161127,0.379
Esters,3-methylbutyl_acetate,Milagro Select Barrel Reserve Reposado,3,0.36536445479649926,0.379
Esters,3-methylbutyl_acetate,Milagro Select Barrel Reserve Reposado,4,0.3418072964183353,0.379
Esters,3-methylbutyl_acetate,Milagro Select Barrel Reserve Reposado,5,0.36705183217076776,0.379
Esters,3-methylbutyl_acetate,Siete Leguas Reposado,1,0.2576072308868754,0.343
Esters,3-methylbutyl_acetate,Siete Leguas Reposado,2,0.48034785794712953,0.343
Esters,3-methylbutyl_acetate,Siete Leguas Reposado,3,0.2680417730000234,0.343
Esters,3-methylbutyl_acetate,Siete Leguas Reposado,4,0.29480494340576074,0.343
Esters,3-methylbutyl_acetate,Siete Leguas Reposado,5,0.49687083502632545,0.343
Esters,3-methylbutyl_acetate,Clase Azul Reposado,1,0.440850878577011,0.415
Esters,3-methylbutyl_acetate,Clase Azul Reposado,2,0.38392805633153104,0.415
Esters,3-methylbutyl_acetate,Clase Azul Reposado,3,0.4356308655858004,0.415
Esters,3-methylbutyl_acetate,Clase Azul Reposado,4,0.3544245580408187,0.415
Esters,3-methylbutyl_acetate,Clase Azul Reposado,5,0.36207304423453235,0.415
Esters,3-methylbutyl_acetate,Corralejo Reposado,1,0.35879811525125205,0.372
Esters,3-methylbutyl_acetate,Corralejo Reposado,2,0.442576606677263,0.372
Esters,3-methylbutyl_acetate,Corralejo Reposado,3,0.2405406985982044,0.372
Esters,3-methylbutyl_acetate,Corralejo Reposado,4,0.2272651062922482,0.372
Esters,3-methylbutyl_acetate,Corralejo Reposado,5,0.3998024881872584,0.372
Esters,3-methylbutyl_acetate,Avion Silver Reposado,1,0.440768745146659,0.408
Esters,3-methylbutyl_acetate,Avion Silver Reposado,2,0.43957946604612114,0.408
Esters,3-methylbutyl_acetate,Avion Silver Reposado,3,0.4297725374243165,0.408
Esters,3-methylbutyl_acetate,Avion Silver Reposado,4,0.37539733038512685,0.408
Esters,3-methylbutyl_acetate,Avion Silver Reposado,5,0.4176120003856984,0.408
Esters,Butanedioic_acid_diethyl_ester,Cazadores Anejo,1,0.04058383159290915,0.061
Esters,Butanedioic_acid_diethyl_ester,Cazadores Anejo,2,0.05592122616697937,0.061
Esters,Butanedioic_acid_diethyl_ester,Cazadores Anejo,3,0.046163096117355584,0.061
Esters,Butanedioic_acid_diethyl_ester,Cazadores Anejo,4,0.07845667791054581,0.061
Esters,Butanedioic_acid_diethyl_ester,Cazadores Anejo,5,0.06939426232596105,0.061
Esters,Butanedioic_acid_diethyl_ester,El Jimador Anejo,1,0.13999084993029096,0.141
Esters,Butanedioic_acid_diethyl_ester,El Jimador Anejo,2,0.14262661701801546,0.141
Esters,Butanedioic_acid_diethyl_ester,El Jimador Anejo,3,0.13926209745615425,0.141
Esters,Butanedioic_acid_diethyl_ester,El Jimador Anejo,4,0.12953973444021188,0.141
Esters,Butanedioic_acid_diethyl_ester,El Jimador Anejo,5,0.13551453718220868,0.141
Esters,Butanedioic_acid_diethyl_ester,Cabo Wabo Blanco,1,0.12181814806864376,0.121
Esters,Butanedioic_acid_diethyl_ester,Cabo Wabo Blanco,2,0.1421926508571737,0.121
Esters,Butanedioic_acid_diethyl_ester,Cabo Wabo Blanco,3,0.1121013715046986,0.121
Esters,Butanedioic_acid_diethyl_ester,Cabo Wabo Blanco,4,0.14021717455150387,0.121
Esters,Butanedioic_acid_diethyl_ester,Cabo Wabo Blanco,5,0.10160634175729155,0.121
Esters,Butanedioic_acid_diethyl_ester,Don Julio Blanco,1,0.1076059443827201,0.106
Esters,Butanedioic_acid_diethyl_ester,Don Julio Blanco,2,0.10350587618957457,0.106
Esters,Butanedioic_acid_diethyl_ester,Don Julio Blanco,3,0.09119628699977038,0.106
Esters,Butanedioic_acid_diethyl_ester,Don Julio Blanco,4,0.11127344628098847,0.106
Esters,Butanedioic_acid_diethyl_ester,Don Julio Blanco,5,0.09505892777607615,0.106
Esters,Butanedioic_acid_diethyl_ester,Espolon Blanco,1,0.08654523164234251,0.092
Esters,Butanedioic_acid_diethyl_ester,Espolon Blanco,2,0.07960242632834837,0.092
Esters,Butanedioic_acid_diethyl_ester,Espolon Blanco,3,0.07721456016614478,0.092
Esters,Butanedioic_acid_diethyl_ester,Espolon Blanco,4,0.08463499568419601,0.092
Esters,Butanedioic_acid_diethyl_ester,Espolon Blanco,5,0.10656011180047967,0.092
Esters,Butanedioic_acid_diethyl_ester,Patron Silver,1,0.08656405805563991,0.097
Esters,Butanedioic_acid_diethyl_ester,Patron Silver,2,0.10122296501733681,0.097
Esters,Butanedioic_acid_diethyl_ester,Patron Silver,3,0.10032887530776709,0.097
Esters,Butanedioic_acid_diethyl_ester,Patron Silver,4,0.10642459352261976,0.097
Esters,Butanedioic_acid_diethyl_ester,Patron Silver,5,0.09416968949475248,0.097
Esters,Butanedioic_acid_diethyl_ester,Casa Noble Crystal,1,0.10659625610404737,0.103
Esters,Butanedioic_acid_diethyl_ester,Casa Noble Crystal,2,0.10998817576119622,0.103
Esters,Butanedioic_acid_diethyl_ester,Casa Noble Crystal,3,0.10107394738413843,0.103
Esters,Butanedioic_acid_diethyl_ester,Casa Noble Crystal,4,0.0981347087298741,0.103
Esters,Butanedioic_acid_diethyl_ester,Casa Noble Crystal,5,0.12108602778593731,0.103
Esters,Butanedioic_acid_diethyl_ester,Tres Generaciones Plata,1,0.06894849337448922,0.068
Esters,Butanedioic_acid_diethyl_ester,Tres Generaciones Plata,2,0.07267529670009769,0.068
Esters,Butanedioic_acid_diethyl_ester,Tres Generaciones Plata,3,0.07264768592189202,0.068
Esters,Butanedioic_acid_diethyl_ester,Tres Generaciones Plata,4,0.07280444211035605,0.068
Esters,Butanedioic_acid_diethyl_ester,Tres Generaciones Plata,5,0.06004590448441647,0.068
Esters,Butanedioic_acid_diethyl_ester,1800 Anejo,1,0.08991041064869582,0.084
Esters,Butanedioic_acid_diethyl_ester,1800 Anejo,2,0.04254681088953521,0.084
Esters,Butanedioic_acid_diethyl_ester,1800 Anejo,3,0.08000716546091695,0.084
Esters,Butanedioic_acid_diethyl_ester,1800 Anejo,4,0.10034099075961368,0.084
Esters,Butanedioic_acid_diethyl_ester,1800 Anejo,5,0.052416180177415735,0.084
Esters,Butanedioic_acid_diethyl_ester,Jose Cuervo Especial,1,0.08265116520884906,0.082
Esters,Butanedioic_acid_diethyl_ester,Jose Cuervo Especial,2,0.08043876021493267,0.082
Esters,Butanedioic_acid_diethyl_ester,Jose Cuervo Especial,3,0.08342414307505829,0.082
Esters,Butanedioic_acid_diethyl_ester,Jose Cuervo Especial,4,0.08190877734394883,0.082
Esters,Butanedioic_acid_diethyl_ester,Jose Cuervo Especial,5,0.08091512593827037,0.082
Esters,Butanedioic_acid_diethyl_ester,Herradura Reposado,1,0.07713127004156282,0.087
Esters,Butanedioic_acid_diethyl_ester,Herradura Reposado,2,0.0922523867180547,0.087
Esters,Butanedioic_acid_diethyl_ester,Herradura Reposado,3,0.08118384194749263,0.087
Esters,Butanedioic_acid_diethyl_ester,Herradura Reposado,4,0.0793413978821918,0.087
Esters,Butanedioic_acid_diethyl_ester,Herradura Reposado,5,0.093571624688104,0.087
Esters,Butanedioic_acid_diethyl_ester,Milagro Select Barrel Reserve Reposado,1,0.09278511738503074,0.081
Esters,Butanedioic_acid_diethyl_ester,Milagro Select Barrel Reserve Reposado,2,0.08435425266121097,0.081
Esters,Butanedioic_acid_diethyl_ester,Milagro Select Barrel Reserve Reposado,3,0.06104556621929272,0.081
Esters,Butanedioic_acid_diethyl_ester,Milagro Select Barrel Reserve Reposado,4,0.08797044498744214,0.081
Esters,Butanedioic_acid_diethyl_ester,Milagro Select Barrel Reserve Reposado,5,0.07987403010275566,0.081
Esters,Butanedioic_acid_diethyl_ester,Siete Leguas Reposado,1,0.09593384647088093,0.1
Esters,Butanedioic_acid_diethyl_ester,Siete Leguas Reposado,2,0.08966777112915432,0.1
Esters,Butanedioic_acid_diethyl_ester,Siete Leguas Reposado,3,0.07996744677810783,0.1
Esters,Butanedioic_acid_diethyl_ester,Siete Leguas Reposado,4,0.09785709656762014,0.1
Esters,Butanedioic_acid_diethyl_ester,Siete Leguas Reposado,5,0.12156619006851202,0.1
Esters,Butanedioic_acid_diethyl_ester,Clase Azul Reposado,1,0.03167439291872951,0.077
Esters,Butanedioic_acid_diethyl_ester,Clase Azul Reposado,2,0.10998081220619024,0.077
Esters,Butanedioic_acid_diethyl_ester,Clase Azul Reposado,3,0.060695576888969205,0.077
Esters,Butanedioic_acid_diethyl_ester,Clase Azul Reposado,4,0.07490276857755325,0.077
Esters,Butanedioic_acid_diethyl_ester,Clase Azul Reposado,5,0.04238293873015431,0.077
Esters,Butanedioic_acid_diethyl_ester,Corralejo Reposado,1,0.08363801502165452,0.083
Esters,Butanedioic_acid_diethyl_ester,Corralejo Reposado,2,0.08487681904027451,0.083
Esters,Butanedioic_acid_diethyl_ester,Corralejo Reposado,3,0.0733222134793484,0.083
Esters,Butanedioic_acid_diethyl_ester,Corralejo Reposado,4,0.08385035259050051,0.083
Esters,Butanedioic_acid_diethyl_ester,Corralejo Reposado,5,0.08017588974182664,0.083
Esters,Butanedioic_acid_diethyl_ester,Avion Silver Reposado,1,0.12184431266650522,0.089
Esters,Butanedioic_acid_diethyl_ester,Avion Silver Reposado,2,0.10722011354329633,0.089
Esters,Butanedioic_acid_diethyl_ester,Avion Silver Reposado,3,0.0720605240564174,0.089
Esters,Butanedioic_acid_diethyl_ester,Avion Silver Reposado,4,0.062078715983783506,0.089
Esters,Butanedioic_acid_diethyl_ester,Avion Silver Reposado,5,0.07527052080177012,0.089
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cazadores Anejo,1,1.8051592923185455,2.033
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cazadores Anejo,2,3.2803699354294378,2.033
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cazadores Anejo,3,4.342933643465028,2.033
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cazadores Anejo,4,1.217608667153937,2.033
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cazadores Anejo,5,3.2530760106527428,2.033
Esters,Ethyl_(2S)-2-hydroxypropanoate,El Jimador Anejo,1,3.353180599337069,3.104
Esters,Ethyl_(2S)-2-hydroxypropanoate,El Jimador Anejo,2,3.416579173103109,3.104
Esters,Ethyl_(2S)-2-hydroxypropanoate,El Jimador Anejo,3,3.3031794051902934,3.104
Esters,Ethyl_(2S)-2-hydroxypropanoate,El Jimador Anejo,4,2.7113201856886993,3.104
Esters,Ethyl_(2S)-2-hydroxypropanoate,El Jimador Anejo,5,3.423964864894422,3.104
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cabo Wabo Blanco,1,3.7864357972010643,3.768
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cabo Wabo Blanco,2,3.7480830803573366,3.768
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cabo Wabo Blanco,3,3.7714367563568443,3.768
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cabo Wabo Blanco,4,3.731931932030222,3.768
Esters,Ethyl_(2S)-2-hydroxypropanoate,Cabo Wabo Blanco,5,3.684115935621565,3.768
Esters,Ethyl_(2S)-2-hydroxypropanoate,Don Julio Blanco,1,3.103443558506224,2.752
Esters,Ethyl_(2S)-2-hydroxypropanoate,Don Julio Blanco,2,3.0598974639800263,2.752
Esters,Ethyl_(2S)-2-hydroxypropanoate,Don Julio Blanco,3,3.9636254344062136,2.752
Esters,Ethyl_(2S)-2-hydroxypropanoate,Don Julio Blanco,4,1.0953568921008314,2.752
Esters,Ethyl_(2S)-2-hydroxypropanoate,Don Julio Blanco,5,1.1085023681698014,2.752
Esters,Ethyl_(2S)-2-hydroxypropanoate,Espolon Blanco,1,3.3592537845363237,3.346
Esters,Ethyl_(2S)-2-hydroxypropanoate,Espolon Blanco,2,3.307728212551926,3.346
Esters,Ethyl_(2S)-2-hydroxypropanoate,Espolon Blanco,3,3.1887814108989967,3.346
Esters,Ethyl_(2S)-2-hydroxypropanoate,Espolon Blanco,4,3.4396185523347973,3.346
Esters,Ethyl_(2S)-2-hydroxypropanoate,Espolon Blanco,5,3.2685779532297072,3.346
Esters,Ethyl_(2S)-2-hydroxypropanoate,Patron Silver,1,3.3706796549320024,3.356
Esters,Ethyl_(2S)-2-hydroxypropanoate,Patron Silver,2,3.374570560223691,3.356
Esters,Ethyl_(2S)-2-hydroxypropanoate,Patron Silver,3,3.3838695927933355,3.356
Esters,Ethyl_(2S)-2-hydroxypropanoate,Patron Silver,4,3.435671574192699,3.356
Esters,Ethyl_(2S)-2-hydroxypropanoate,Patron Silver,5,3.2131434892263275,3.356
Esters,Ethyl_(2S)-2-hydroxypropanoate,Casa Noble Crystal,1,3.28328625929722,3.357
Esters,Ethyl_(2S)-2-hydroxypropanoate,Casa Noble Crystal,2,3.1748736527800734,3.357
Esters,Ethyl_(2S)-2-hydroxypropanoate,Casa Noble Crystal,3,3.55004449080216,3.357
Esters,Ethyl_(2S)-2-hydroxypropanoate,Casa Noble Crystal,4,3.3909831140477937,3.357
Esters,Ethyl_(2S)-2-hydroxypropanoate,Casa Noble Crystal,5,3.3907563199415827,3.357
Esters,Ethyl_(2S)-2-hydroxypropanoate,Tres Generaciones Plata,1,3.2777054161500363,3.247
Esters,Ethyl_(2S)-2-hydroxypropanoate,Tres Generaciones Plata,2,3.1640694278332044,3.247
Esters,Ethyl_(2S)-2-hydroxypropanoate,Tres Generaciones Plata,3,3.33470727593863,3.247
Esters,Ethyl_(2S)-2-hydroxypropanoate,Tres Generaciones Plata,4,3.257021424514077,3.247
Esters,Ethyl_(2S)-2-hydroxypropanoate,Tres Generaciones Plata,5,3.2192637222300173,3.247
Esters,Ethyl_(2S)-2-hydroxypropanoate,1800 Anejo,1,3.4458268332251465,3.441
Esters,Ethyl_(2S)-2-hydroxypropanoate,1800 Anejo,2,3.469156534795675,3.441
Esters,Ethyl_(2S)-2-hydroxypropanoate,1800 Anejo,3,3.464042004252423,3.441
Esters,Ethyl_(2S)-2-hydroxypropanoate,1800 Anejo,4,3.401316195957247,3.441
Esters,Ethyl_(2S)-2-hydroxypropanoate,1800 Anejo,5,3.468258975534914,3.441
Esters,Ethyl_(2S)-2-hydroxypropanoate,Jose Cuervo Especial,1,3.4646926343062603,3.451
Esters,Ethyl_(2S)-2-hydroxypropanoate,Jose Cuervo Especial,2,3.4546047792690473,3.451
Esters,Ethyl_(2S)-2-hydroxypropanoate,Jose Cuervo Especial,3,3.3795787057222313,3.451
Esters,Ethyl_(2S)-2-hydroxypropanoate,Jose Cuervo Especial,4,3.383350328671424,3.451
Esters,Ethyl_(2S)-2-hydroxypropanoate,Jose Cuervo Especial,5,3.3072964546410795,3.451
Esters,Ethyl_(2S)-2-hydroxypropanoate,Herradura Reposado,1,3.185388921197874,3.118
Esters,Ethyl_(2S)-2-hydroxypropanoate,Herradura Reposado,2,3.0778146245096245,3.118
Esters,Ethyl_(2S)-2-hydroxypropanoate,Herradura Reposado,3,3.0666631378655778,3.118
Esters,Ethyl_(2S)-2-hydroxypropanoate,Herradura Reposado,4,3.1242236511139465,3.118
Esters,Ethyl_(2S)-2-hydroxypropanoate,Herradura Reposado,5,3.0521773310428277,3.118
Esters,Ethyl_(2S)-2-hydroxypropanoate,Milagro Select Barrel Reserve Reposado,1,2.8452147792077884,2.947
Esters,Ethyl_(2S)-2-hydroxypropanoate,Milagro Select Barrel Reserve Reposado,2,2.858483517441774,2.947
Esters,Ethyl_(2S)-2-hydroxypropanoate,Milagro Select Barrel Reserve Reposado,3,3.0088951374210087,2.947
Esters,Ethyl_(2S)-2-hydroxypropanoate,Milagro Select Barrel Reserve Reposado,4,2.9634289058377905,2.947
Esters,Ethyl_(2S)-2-hydroxypropanoate,Milagro Select Barrel Reserve Reposado,5,2.8257526805222013,2.947
Esters,Ethyl_(2S)-2-hydroxypropanoate,Siete Leguas Reposado,1,3.30982839914951,3.04
Esters,Ethyl_(2S)-2-hydroxypropanoate,Siete Leguas Reposado,2,3.114031339025145,3.04
Esters,Ethyl_(2S)-2-hydroxypropanoate,Siete Leguas Reposado,3,3.0297493545663956,3.04
Esters,Ethyl_(2S)-2-hydroxypropanoate,Siete Leguas Reposado,4,2.9813881750655096,3.04
Esters,Ethyl_(2S)-2-hydroxypropanoate,Siete Leguas Reposado,5,3.1306635033019687,3.04
Esters,Ethyl_(2S)-2-hydroxypropanoate,Clase Azul Reposado,1,3.0995258514599597,2.978
Esters,Ethyl_(2S)-2-hydroxypropanoate,Clase Azul Reposado,2,3.101368698642433,2.978
Esters,Ethyl_(2S)-2-hydroxypropanoate,Clase Azul Reposado,3,2.985436716249691,2.978
Esters,Ethyl_(2S)-2-hydroxypropanoate,Clase Azul Reposado,4,3.030150829700187,2.978
Esters,Ethyl_(2S)-2-hydroxypropanoate,Clase Azul Reposado,5,2.964769092780271,2.978
Esters,Ethyl_(2S)-2-hydroxypropanoate,Corralejo Reposado,1,3.883286899358133,2.728
Esters,Ethyl_(2S)-2-hydroxypropanoate,Corralejo Reposado,2,3.5909062476394675,2.728
Esters,Ethyl_(2S)-2-hydroxypropanoate,Corralejo Reposado,3,3.064204448872694,2.728
Esters,Ethyl_(2S)-2-hydroxypropanoate,Corralejo Reposado,4,2.6470962466789407,2.728
Esters,Ethyl_(2S)-2-hydroxypropanoate,Corralejo Reposado,5,2.4042254495201116,2.728
Esters,Ethyl_(2S)-2-hydroxypropanoate,Avion Silver Reposado,1,3.06657641184301,3.029
Esters,Ethyl_(2S)-2-hydroxypropanoate,Avion Silver Reposado,2,3.053597609388792,3.029
Esters,Ethyl_(2S)-2-hydroxypropanoate,Avion Silver Reposado,3,2.9966229500644315,3.029
Esters,Ethyl_(2S)-2-hydroxypropanoate,Avion Silver Reposado,4,2.9724307819814424,3.029
Esters,Ethyl_(2S)-2-hydroxypropanoate,Avion Silver Reposado,5,3.0527827820038067,3.029
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cazadores Anejo,1,3.326180462174129,1.85
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cazadores Anejo,2,2.6678557364724345,1.85
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cazadores Anejo,3,1.412189856395536,1.85
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cazadores Anejo,4,1.314267051136515,1.85
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cazadores Anejo,5,0.9688086746435872,1.85
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,El Jimador Anejo,1,1.3086658905294344,1.409
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,El Jimador Anejo,2,1.8753498542424847,1.409
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,El Jimador Anejo,3,0.6150962074794839,1.409
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,El Jimador Anejo,4,2.72471387837335,1.409
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,El Jimador Anejo,5,1.016208621486057,1.409
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cabo Wabo Blanco,1,0.29385152922427027,0.289
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cabo Wabo Blanco,2,0.3441462838995207,0.289
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cabo Wabo Blanco,3,0.3008033340813659,0.289
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cabo Wabo Blanco,4,0.31604265547480476,0.289
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Cabo Wabo Blanco,5,0.31748894641492903,0.289
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Don Julio Blanco,1,0.23032144983165445,0.26
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Don Julio Blanco,2,0.21711516079851004,0.26
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Don Julio Blanco,3,0.2859070045213357,0.26
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Don Julio Blanco,4,0.30105883727371846,0.26
Esters,Ethyl_(9Z-12Z)-octadeca-9_12-dienoate,Don Julio Blanco,5,0.150586306585754,0.26
