cultivar,treatment,chromatography,metabolite,m_z,log_abundance
Merlot,well_watered,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,6.586247334
Pinot_Noir,dry,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Pinot_Noir,well_watered,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Chardonnay,dry,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Chardonnay,well_watered,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Semillon,dry,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Semillon,well_watered,LC/MS,Cyanidin_3_O_6_acetylglucoside,449.1068,NA
Cabernet_Sauvignon,dry,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,4.047561382
Cabernet_Sauvignon,well_watered,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,4.300499853
Merlot,dry,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,6.057465501
Merlot,well_watered,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,6.009352755
Pinot_Noir,dry,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Pinot_Noir,well_watered,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Chardonnay,dry,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Chardonnay,well_watered,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Semillon,dry,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Semillon,well_watered,LC/MS,Cyanidin_3_O_6_p_coumaroylglucoside,491.1156,NA
Cabernet_Sauvignon,dry,LC/MS,Cyanidin_3_glucoside,595.1435,6.388559893
Cabernet_Sauvignon,well_watered,LC/MS,Cyanidin_3_glucoside,595.1435,6.808143434
Merlot,dry,LC/MS,Cyanidin_3_glucoside,595.1435,8.192927231
Merlot,well_watered,LC/MS,Cyanidin_3_glucoside,595.1435,8.037628322
Pinot_Noir,dry,LC/MS,Cyanidin_3_glucoside,595.1435,6.914143061
Pinot_Noir,well_watered,LC/MS,Cyanidin_3_glucoside,595.1435,6.999757236
Chardonnay,dry,LC/MS,Cyanidin_3_glucoside,595.1435,NA
Chardonnay,well_watered,LC/MS,Cyanidin_3_glucoside,595.1435,NA
Semillon,dry,LC/MS,Cyanidin_3_glucoside,595.1435,NA
Semillon,well_watered,LC/MS,Cyanidin_3_glucoside,595.1435,NA
Cabernet_Sauvignon,dry,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,6.497728864
Cabernet_Sauvignon,well_watered,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,6.556781423
Merlot,dry,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,6.366612314
Merlot,well_watered,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,6.202988826
Pinot_Noir,dry,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Pinot_Noir,well_watered,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Chardonnay,dry,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Chardonnay,well_watered,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Semillon,dry,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Semillon,well_watered,LC/MS,Delphinidin_3_O_6_acetylglucoside,507.111,NA
Cabernet_Sauvignon,dry,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,4.645298887
Cabernet_Sauvignon,well_watered,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,4.748357266
Merlot,dry,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,5.192335947
Merlot,well_watered,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,5.005336845
Pinot_Noir,dry,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Pinot_Noir,well_watered,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Chardonnay,dry,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Chardonnay,well_watered,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Semillon,dry,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Semillon,well_watered,LC/MS,Delphinidin_3_O_6_p_coumaroylglucoside,611.1402,NA
Cabernet_Sauvignon,dry,LC/MS,Delphinidin_3_glucoside,465.1004,4.94717173
Cabernet_Sauvignon,well_watered,LC/MS,Delphinidin_3_glucoside,465.1004,4.707105147
Merlot,dry,LC/MS,Delphinidin_3_glucoside,465.1004,5.401242933
Merlot,well_watered,LC/MS,Delphinidin_3_glucoside,465.1004,5.521219343
Pinot_Noir,dry,LC/MS,Delphinidin_3_glucoside,465.1004,5.367917258
Pinot_Noir,well_watered,LC/MS,Delphinidin_3_glucoside,465.1004,5.432669182
Chardonnay,dry,LC/MS,Delphinidin_3_glucoside,465.1004,NA
Chardonnay,well_watered,LC/MS,Delphinidin_3_glucoside,465.1004,NA
Semillon,dry,LC/MS,Delphinidin_3_glucoside,465.1004,NA
Semillon,well_watered,LC/MS,Delphinidin_3_glucoside,465.1004,NA
Cabernet_Sauvignon,dry,LC/MS,Ferulate,193.051,2.220315988
Cabernet_Sauvignon,well_watered,LC/MS,Ferulate,193.051,2.336171082
Merlot,dry,LC/MS,Ferulate,193.051,2.754205545
Merlot,well_watered,LC/MS,Ferulate,193.051,2.763718118
Pinot_Noir,dry,LC/MS,Ferulate,193.051,3.110721734
Pinot_Noir,well_watered,LC/MS,Ferulate,193.051,3.141299546
Chardonnay,dry,LC/MS,Ferulate,193.051,3.515902256
Chardonnay,well_watered,LC/MS,Ferulate,193.051,3.475987722
Semillon,dry,LC/MS,Ferulate,193.051,3.949988502
Semillon,well_watered,LC/MS,Ferulate,193.051,3.813761527
Cabernet_Sauvignon,dry,LC/MS,Kaempferol_hexoside,447.0942,6.796643109
Cabernet_Sauvignon,well_watered,LC/MS,Kaempferol_hexoside,447.0942,6.387229949
Merlot,dry,LC/MS,Kaempferol_hexoside,447.0942,6.914450541
Merlot,well_watered,LC/MS,Kaempferol_hexoside,447.0942,6.763922499
Pinot_Noir,dry,LC/MS,Kaempferol_hexoside,447.0942,6.169561919
Pinot_Noir,well_watered,LC/MS,Kaempferol_hexoside,447.0942,6.094899746
Chardonnay,dry,LC/MS,Kaempferol_hexoside,447.0942,7.7687821
Chardonnay,well_watered,LC/MS,Kaempferol_hexoside,447.0942,7.716532338
Semillon,dry,LC/MS,Kaempferol_hexoside,447.0942,8.228303329
Semillon,well_watered,LC/MS,Kaempferol_hexoside,447.0942,7.940870324
Cabernet_Sauvignon,dry,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,10.39997018
Cabernet_Sauvignon,well_watered,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,10.29244901
Merlot,dry,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,9.334973929
Merlot,well_watered,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,9.155699482
Pinot_Noir,dry,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Pinot_Noir,well_watered,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Chardonnay,dry,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Chardonnay,well_watered,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Semillon,dry,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Semillon,well_watered,LC/MS,Malvidin_3_O_6_acetylglucoside,493.134,NA
Cabernet_Sauvignon,dry,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,8.690152622
Cabernet_Sauvignon,well_watered,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,8.567202844
Merlot,dry,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,8.504105084
Merlot,well_watered,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,8.360380941
Pinot_Noir,dry,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Pinot_Noir,well_watered,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Chardonnay,dry,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Chardonnay,well_watered,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Semillon,dry,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Semillon,well_watered,LC/MS,Malvidin_3_O_6_p_coumaroylglucoside,535.1449,NA
Cabernet_Sauvignon,dry,LC/MS,Malvidin_3_glucoside,639.1729,10.45801268
Cabernet_Sauvignon,well_watered,LC/MS,Malvidin_3_glucoside,639.1729,10.35351831
Merlot,dry,LC/MS,Malvidin_3_glucoside,639.1729,9.779675091
Merlot,well_watered,LC/MS,Malvidin_3_glucoside,639.1729,9.570166684
Pinot_Noir,dry,LC/MS,Malvidin_3_glucoside,639.1729,10.52902296
Pinot_Noir,well_watered,LC/MS,Malvidin_3_glucoside,639.1729,10.22087868
Chardonnay,dry,LC/MS,Malvidin_3_glucoside,639.1729,NA
Chardonnay,well_watered,LC/MS,Malvidin_3_glucoside,639.1729,NA
Semillon,dry,LC/MS,Malvidin_3_glucoside,639.1729,NA
Semillon,well_watered,LC/MS,Malvidin_3_glucoside,639.1729,NA
Cabernet_Sauvignon,dry,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.666038099
Cabernet_Sauvignon,well_watered,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.561240433
Merlot,dry,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.375720596
Merlot,well_watered,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.243973615
Pinot_Noir,dry,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.431759709
Pinot_Noir,well_watered,LC/MS,Myricetin_3_O_glucuronide,493.0624,3.152636635
Chardonnay,dry,LC/MS,Myricetin_3_O_glucuronide,493.0624,0.21487435
Chardonnay,well_watered,LC/MS,Myricetin_3_O_glucuronide,493.0624,0.563247123
Semillon,dry,LC/MS,Myricetin_3_O_glucuronide,493.0624,1.127023751
Semillon,well_watered,LC/MS,Myricetin_3_O_glucuronide,493.0624,0.934438686
Cabernet_Sauvignon,dry,LC/MS,Naringenin_chalcone_hexose,433.1147,2.154968235
Cabernet_Sauvignon,well_watered,LC/MS,Naringenin_chalcone_hexose,433.1147,2.027303036
Merlot,dry,LC/MS,Naringenin_chalcone_hexose,433.1147,3.420041903
Merlot,well_watered,LC/MS,Naringenin_chalcone_hexose,433.1147,3.571854984
Pinot_Noir,dry,LC/MS,Naringenin_chalcone_hexose,433.1147,4.946587945
Pinot_Noir,well_watered,LC/MS,Naringenin_chalcone_hexose,433.1147,4.92711272
Chardonnay,dry,LC/MS,Naringenin_chalcone_hexose,433.1147,5.252970434
Chardonnay,well_watered,LC/MS,Naringenin_chalcone_hexose,433.1147,5.429957102
Semillon,dry,LC/MS,Naringenin_chalcone_hexose,433.1147,6.34569237
Semillon,well_watered,LC/MS,Naringenin_chalcone_hexose,433.1147,6.233424305
Cabernet_Sauvignon,dry,LC/MS,p_coumaric_acid,163.0403,6.379373358
Cabernet_Sauvignon,well_watered,LC/MS,p_coumaric_acid,163.0403,6.278719532
Merlot,dry,LC/MS,p_coumaric_acid,163.0403,5.88857302
Merlot,well_watered,LC/MS,p_coumaric_acid,163.0403,5.736495161
Pinot_Noir,dry,LC/MS,p_coumaric_acid,163.0403,6.72622499
Pinot_Noir,well_watered,LC/MS,p_coumaric_acid,163.0403,6.868129093
Chardonnay,dry,LC/MS,p_coumaric_acid,163.0403,6.899618374
Chardonnay,well_watered,LC/MS,p_coumaric_acid,163.0403,6.918318686
Semillon,dry,LC/MS,p_coumaric_acid,163.0403,6.446437081
Semillon,well_watered,LC/MS,p_coumaric_acid,163.0403,6.392469415
Cabernet_Sauvignon,dry,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.022617146
Cabernet_Sauvignon,well_watered,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,6.827537864
Merlot,dry,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,6.722451285
Merlot,well_watered,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,6.40038131
Pinot_Noir,dry,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.526074853
Pinot_Noir,well_watered,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.623006716
Chardonnay,dry,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.583261262
Chardonnay,well_watered,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.669430115
Semillon,dry,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,6.974672143
Semillon,well_watered,LC/MS,p_Coumaroyl_tartaric_acid,325.0932,7.17990357
Cabernet_Sauvignon,dry,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,7.558942289
Cabernet_Sauvignon,well_watered,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,7.660108479
Merlot,dry,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,7.885838
Merlot,well_watered,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,7.766316646
Pinot_Noir,dry,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Pinot_Noir,well_watered,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Chardonnay,dry,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Chardonnay,well_watered,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Semillon,dry,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Semillon,well_watered,LC/MS,Peonidin_3_O_6_acetylglucoside,505.133,NA
Cabernet_Sauvignon,dry,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,6.941150777
Cabernet_Sauvignon,well_watered,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,6.929790823
Merlot,dry,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,7.704636234
Merlot,well_watered,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,7.62828706
Pinot_Noir,dry,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Pinot_Noir,well_watered,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Chardonnay,dry,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Chardonnay,well_watered,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Semillon,dry,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Semillon,well_watered,LC/MS,Peonidin_3_O_6_p_coumaroylglucoside,609.1618,NA
Cabernet_Sauvignon,dry,LC/MS,Peonidin_3_glucoside,463.1234,8.067144398
Cabernet_Sauvignon,well_watered,LC/MS,Peonidin_3_glucoside,463.1234,8.238766465
Merlot,dry,LC/MS,Peonidin_3_glucoside,463.1234,9.016057735
Merlot,well_watered,LC/MS,Peonidin_3_glucoside,463.1234,8.904909092
Pinot_Noir,dry,LC/MS,Peonidin_3_glucoside,463.1234,9.578478816
Pinot_Noir,well_watered,LC/MS,Peonidin_3_glucoside,463.1234,9.462216036
Chardonnay,dry,LC/MS,Peonidin_3_glucoside,463.1234,NA
Chardonnay,well_watered,LC/MS,Peonidin_3_glucoside,463.1234,NA
Semillon,dry,LC/MS,Peonidin_3_glucoside,463.1234,NA
Semillon,well_watered,LC/MS,Peonidin_3_glucoside,463.1234,NA
Cabernet_Sauvignon,dry,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,7.35839458
Cabernet_Sauvignon,well_watered,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,7.282595943
Merlot,dry,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,7.238135946
Merlot,well_watered,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,7.102927962
Pinot_Noir,dry,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Pinot_Noir,well_watered,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Chardonnay,dry,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Chardonnay,well_watered,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Semillon,dry,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Semillon,well_watered,LC/MS,Petunidin_3_O_6_acetylglucoside,479.1164,NA
Cabernet_Sauvignon,dry,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,5.347902538
Cabernet_Sauvignon,well_watered,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,5.156481574
Merlot,dry,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,6.080536897
Merlot,well_watered,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,5.899862922
Pinot_Noir,dry,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Pinot_Noir,well_watered,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Chardonnay,dry,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Chardonnay,well_watered,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Semillon,dry,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Semillon,well_watered,LC/MS,Petunidin_3_O_6_p_coumaroylglucoside,521.1267,NA
Cabernet_Sauvignon,dry,LC/MS,Petunidin_3_glucoside,625.1535,8.3055788
Cabernet_Sauvignon,well_watered,LC/MS,Petunidin_3_glucoside,625.1535,8.238453916
Merlot,dry,LC/MS,Petunidin_3_glucoside,625.1535,8.076020039
Merlot,well_watered,LC/MS,Petunidin_3_glucoside,625.1535,7.843408526
Pinot_Noir,dry,LC/MS,Petunidin_3_glucoside,625.1535,7.595395001
Pinot_Noir,well_watered,LC/MS,Petunidin_3_glucoside,625.1535,7.368897745
Chardonnay,dry,LC/MS,Petunidin_3_glucoside,625.1535,NA
Chardonnay,well_watered,LC/MS,Petunidin_3_glucoside,625.1535,NA
Semillon,dry,LC/MS,Petunidin_3_glucoside,625.1535,NA
Semillon,well_watered,LC/MS,Petunidin_3_glucoside,625.1535,NA
Cabernet_Sauvignon,dry,LC/MS,Phenylalanine,164.0719,4.335271797
Cabernet_Sauvignon,well_watered,LC/MS,Phenylalanine,164.0719,4.333158045
Merlot,dry,LC/MS,Phenylalanine,164.0719,3.137135324
Merlot,well_watered,LC/MS,Phenylalanine,164.0719,3.554774695
Pinot_Noir,dry,LC/MS,Phenylalanine,164.0719,3.435654489
Pinot_Noir,well_watered,LC/MS,Phenylalanine,164.0719,3.720236149
Chardonnay,dry,LC/MS,Phenylalanine,164.0719,5.827971962
Chardonnay,well_watered,LC/MS,Phenylalanine,164.0719,5.737917682
Semillon,dry,LC/MS,Phenylalanine,164.0719,3.624551246
Semillon,well_watered,LC/MS,Phenylalanine,164.0719,4.006535975
Cabernet_Sauvignon,dry,LC/MS,Procyanidin_3_O_gallate,577.1352,-0.293044339
Cabernet_Sauvignon,well_watered,LC/MS,Procyanidin_3_O_gallate,577.1352,0.465679123
Merlot,dry,LC/MS,Procyanidin_3_O_gallate,577.1352,1.87609572
Merlot,well_watered,LC/MS,Procyanidin_3_O_gallate,577.1352,1.190739337
Pinot_Noir,dry,LC/MS,Procyanidin_3_O_gallate,577.1352,0.453714712
Pinot_Noir,well_watered,LC/MS,Procyanidin_3_O_gallate,577.1352,0.396062327
Chardonnay,dry,LC/MS,Procyanidin_3_O_gallate,577.1352,0.761961847
Chardonnay,well_watered,LC/MS,Procyanidin_3_O_gallate,577.1352,0.471130117
Semillon,dry,LC/MS,Procyanidin_3_O_gallate,577.1352,1.132654545
Semillon,well_watered,LC/MS,Procyanidin_3_O_gallate,577.1352,2.042944107
Cabernet_Sauvignon,dry,LC/MS,Procyanidin_dimer_B2,577.1351,2.905649746
Cabernet_Sauvignon,well_watered,LC/MS,Procyanidin_dimer_B2,577.1351,2.978696852
Merlot,dry,LC/MS,Procyanidin_dimer_B2,577.1351,3.843852999
Merlot,well_watered,LC/MS,Procyanidin_dimer_B2,577.1351,3.304417924
Pinot_Noir,dry,LC/MS,Procyanidin_dimer_B2,577.1351,3.858369787
Pinot_Noir,well_watered,LC/MS,Procyanidin_dimer_B2,577.1351,3.946330827
Chardonnay,dry,LC/MS,Procyanidin_dimer_B2,577.1351,4.185283157
Chardonnay,well_watered,LC/MS,Procyanidin_dimer_B2,577.1351,3.743769866
Semillon,dry,LC/MS,Procyanidin_dimer_B2,577.1351,4.526254245
Semillon,well_watered,LC/MS,Procyanidin_dimer_B2,577.1351,4.702538962
Cabernet_Sauvignon,dry,LC/MS,Procyanidin_dimer_B3,729.1489,4.809388547
Cabernet_Sauvignon,well_watered,LC/MS,Procyanidin_dimer_B3,729.1489,4.78377659
Merlot,dry,LC/MS,Procyanidin_dimer_B3,729.1489,6.033033216
Merlot,well_watered,LC/MS,Procyanidin_dimer_B3,729.1489,5.530829192
Pinot_Noir,dry,LC/MS,Procyanidin_dimer_B3,729.1489,5.662447293
Pinot_Noir,well_watered,LC/MS,Procyanidin_dimer_B3,729.1489,5.786865985
Chardonnay,dry,LC/MS,Procyanidin_dimer_B3,729.1489,6.223992387
Chardonnay,well_watered,LC/MS,Procyanidin_dimer_B3,729.1489,5.834473047
Semillon,dry,LC/MS,Procyanidin_dimer_B3,729.1489,6.579446812
Semillon,well_watered,LC/MS,Procyanidin_dimer_B3,729.1489,6.756410632
Cabernet_Sauvignon,dry,LC/MS,Quercetin,301.0376,0.738709819
Cabernet_Sauvignon,well_watered,LC/MS,Quercetin,301.0376,0.488183766
Merlot,dry,LC/MS,Quercetin,301.0376,1.577394801
Merlot,well_watered,LC/MS,Quercetin,301.0376,1.184847174
Pinot_Noir,dry,LC/MS,Quercetin,301.0376,-0.302591504
Pinot_Noir,well_watered,LC/MS,Quercetin,301.0376,-0.251522534
Chardonnay,dry,LC/MS,Quercetin,301.0376,0.474222908
Chardonnay,well_watered,LC/MS,Quercetin,301.0376,0.452032388
Semillon,dry,LC/MS,Quercetin,301.0376,1.238988083
Semillon,well_watered,LC/MS,Quercetin,301.0376,0.865076422
Cabernet_Sauvignon,dry,LC/MS,Quercetin_3_O_galactoside,463.0883,7.361960869
Cabernet_Sauvignon,well_watered,LC/MS,Quercetin_3_O_galactoside,463.0883,7.245879632
Merlot,dry,LC/MS,Quercetin_3_O_galactoside,463.0883,7.798780569
Merlot,well_watered,LC/MS,Quercetin_3_O_galactoside,463.0883,7.821988525
Pinot_Noir,dry,LC/MS,Quercetin_3_O_galactoside,463.0883,7.337903347
Pinot_Noir,well_watered,LC/MS,Quercetin_3_O_galactoside,463.0883,7.33855723
Chardonnay,dry,LC/MS,Quercetin_3_O_galactoside,463.0883,8.055593024
Chardonnay,well_watered,LC/MS,Quercetin_3_O_galactoside,463.0883,8.030490527
Semillon,dry,LC/MS,Quercetin_3_O_galactoside,463.0883,8.293926641
Semillon,well_watered,LC/MS,Quercetin_3_O_galactoside,463.0883,8.114987568
Cabernet_Sauvignon,dry,LC/MS,Quercetin_3_O_glucuronide,477.068,7.193154282
Cabernet_Sauvignon,well_watered,LC/MS,Quercetin_3_O_glucuronide,477.068,6.977970822
Merlot,dry,LC/MS,Quercetin_3_O_glucuronide,477.068,7.353356723
Merlot,well_watered,LC/MS,Quercetin_3_O_glucuronide,477.068,7.317520029
Pinot_Noir,dry,LC/MS,Quercetin_3_O_glucuronide,477.068,7.343880453
Pinot_Noir,well_watered,LC/MS,Quercetin_3_O_glucuronide,477.068,7.539478656
Chardonnay,dry,LC/MS,Quercetin_3_O_glucuronide,477.068,6.804176794
Chardonnay,well_watered,LC/MS,Quercetin_3_O_glucuronide,477.068,6.831121304
Semillon,dry,LC/MS,Quercetin_3_O_glucuronide,477.068,7.5157313630000004
Semillon,well_watered,LC/MS,Quercetin_3_O_glucuronide,477.068,7.133031699
Cabernet_Sauvignon,dry,LC/MS,Sucrose,341.1099,7.266963591
Cabernet_Sauvignon,well_watered,LC/MS,Sucrose,341.1099,7.285816454
Merlot,dry,LC/MS,Sucrose,341.1099,7.79321481
Merlot,well_watered,LC/MS,Sucrose,341.1099,7.674569952
Pinot_Noir,dry,LC/MS,Sucrose,341.1099,7.055144952
Pinot_Noir,well_watered,LC/MS,Sucrose,341.1099,6.858586469
Chardonnay,dry,LC/MS,Sucrose,341.1099,6.577050466
Chardonnay,well_watered,LC/MS,Sucrose,341.1099,6.574356844
Semillon,dry,LC/MS,Sucrose,341.1099,7.801701671
Semillon,well_watered,LC/MS,Sucrose,341.1099,7.558698373
Cabernet_Sauvignon,dry,LC/MS,Tartaric_acid,149.0088,8.395097818
Cabernet_Sauvignon,well_watered,LC/MS,Tartaric_acid,149.0088,8.298440316
Merlot,dry,LC/MS,Tartaric_acid,149.0088,8.43373478
Merlot,well_watered,LC/MS,Tartaric_acid,149.0088,8.83793803
Pinot_Noir,dry,LC/MS,Tartaric_acid,149.0088,8.702533511
Pinot_Noir,well_watered,LC/MS,Tartaric_acid,149.0088,8.583351071
Chardonnay,dry,LC/MS,Tartaric_acid,149.0088,8.130372941
Chardonnay,well_watered,LC/MS,Tartaric_acid,149.0088,7.832297003
Semillon,dry,LC/MS,Tartaric_acid,149.0088,8.472429065
Semillon,well_watered,LC/MS,Tartaric_acid,149.0088,8.473605109
Cabernet_Sauvignon,dry,LC/MS,trans_Resveratrol,227.0716,5.971886502
Cabernet_Sauvignon,well_watered,LC/MS,trans_Resveratrol,227.0716,6.086236025
Merlot,dry,LC/MS,trans_Resveratrol,227.0716,7.09614579
Merlot,well_watered,LC/MS,trans_Resveratrol,227.0716,7.247646621
Pinot_Noir,dry,LC/MS,trans_Resveratrol,227.0716,7.299965934
Pinot_Noir,well_watered,LC/MS,trans_Resveratrol,227.0716,7.179950786
Chardonnay,dry,LC/MS,trans_Resveratrol,227.0716,5.98940605
Chardonnay,well_watered,LC/MS,trans_Resveratrol,227.0716,6.011822743
Semillon,dry,LC/MS,trans_Resveratrol,227.0716,5.42026036
Semillon,well_watered,LC/MS,trans_Resveratrol,227.0716,5.336978982
Cabernet_Sauvignon,dry,LC/MS,trans_Piceid,389.1249,5.161569211
Cabernet_Sauvignon,well_watered,LC/MS,trans_Piceid,389.1249,5.635994441
Merlot,dry,LC/MS,trans_Piceid,389.1249,5.480110642
Merlot,well_watered,LC/MS,trans_Piceid,389.1249,4.659859374
Pinot_Noir,dry,LC/MS,trans_Piceid,389.1249,6.200872054
Pinot_Noir,well_watered,LC/MS,trans_Piceid,389.1249,6.595973218
Chardonnay,dry,LC/MS,trans_Piceid,389.1249,3.789089419
Chardonnay,well_watered,LC/MS,trans_Piceid,389.1249,3.953197392
Semillon,dry,LC/MS,trans_Piceid,389.1249,4.978919358
Semillon,well_watered,LC/MS,trans_Piceid,389.1249,5.051972475
Cabernet_Sauvignon,dry,LC/MS,Tryptophan,203.0829,4.023283745
Cabernet_Sauvignon,well_watered,LC/MS,Tryptophan,203.0829,3.598209272
Merlot,dry,LC/MS,Tryptophan,203.0829,3.696572233
Merlot,well_watered,LC/MS,Tryptophan,203.0829,4.294084165
Pinot_Noir,dry,LC/MS,Tryptophan,203.0829,5.196667092
Pinot_Noir,well_watered,LC/MS,Tryptophan,203.0829,5.083960523
Chardonnay,dry,LC/MS,Tryptophan,203.0829,6.630266146
Chardonnay,well_watered,LC/MS,Tryptophan,203.0829,6.520510106
