peak_start,peak_end,peak_ID,path_to_cdf_csv,area,peak_number_within_sample,rt_offset,peak_start_rt_offset,peak_end_rt_offset,PCB_number,Bioprospector,State,Plant_Common_Name,October_11th_15th,Composition,Genus,Species,Organ,Date,GC_sample_present,GC_success,Injection_volume_uL,Notes,Rerun,...16,percent_area
1730.695,1750.065,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,8961983.049,6,0,1730.695,1750.065,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,12.22485874
1858.636,1875.966,30-triacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,8605256.503,7,0,1858.636,1875.966,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,11.73825532
1984.028,1991.164,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,4883768.578,8,0,1984.028,1991.164,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,6.661849353
2104.832,2114.008,32-dotriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,3739581.565,9,0,2104.832,2114.008,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,5.101087128
2272.532,2281.707,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,6113173.682,10,0,2272.532,2281.707,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,8.338855842
2279.668,2288.843,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,7380793.5,11,0,2279.668,2288.843,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,10.06799025
1987.102,2006.472,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_181/PCB_181.CDF.csv,26507954.51,1,0,1987.102,2006.472,PCB_181,Kathy Zarsky,TX,Aloe vera,,,Aloe,vera,,,,good,1,,,,100
692.401,703.106,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,5248681.792,1,0,692.401,703.106,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,6.45853737
815.245,820.852,sugar 1,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,23336927.78,2,0,815.245,820.852,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,28.71624269
823.4,826.968,sugar 2,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,11874961.8,3,0,823.4,826.968,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,14.61221838
896.801,907.505,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,5917232.308,4,0,896.801,907.505,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,7.281193165
1143.507,1149.624,20-arachidic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,4016979.24,5,0,1143.507,1149.624,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,4.942919301
1400.917,1411.622,22-behenic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,5513414.011,6,0,1400.917,1411.622,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,6.784292102
1736.316,1743.452,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,16783191.78,7,0,1736.316,1743.452,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,20.65182756
2273.565,2280.701,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,3388253.844,8,0,2273.565,2280.701,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,4.169268578
2279.681,2286.817,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_183/PCB_183.CDF.csv,5187701.603,9,0,2279.681,2286.817,PCB_183,Kathy Zarsky,TX,Evergreen sumac,,,Rhus,virens,,,,good,2,,,,6.383500847
897.806,906.981,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,1603602.194,1,0,897.806,906.981,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,4.247021909
1472.264,1485.007,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,3318433.986,2,0,1472.264,1485.007,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,8.788627188
1732.223,1741.908,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,3039188.64,3,0,1732.223,1741.908,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,8.049066525
1909.098,1920.821,26-cerotic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,3151832.791,4,0,1909.098,1920.821,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,8.347396235
1985.556,1991.673,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,3658082.809,5,0,1985.556,1991.673,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,9.688161997
2153.255,2161.411,28-montanic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,11806922.22,6,0,2153.255,2161.411,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,31.269761
2275.589,2280.177,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,2795370.42,7,0,2275.589,2280.177,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,7.403331987
2279.157,2283.745,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,3572719.103,8,0,2279.157,2283.745,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,9.46208253
2379.063,2393.335,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_184/PCB_184.CDF.csv,4812122.422,9,0,2379.063,2393.335,PCB_184,Keith Jones,MO,sumac,,,Unknown,Unknown,,,,good,3,,,,12.74455063
899.35,904.448,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,2476977.584,1,0,899.35,904.448,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,8.916507497
1339.752,1350.966,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1172300.859,2,0,1339.752,1350.966,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,4.219993538
1396.841,1412.133,22-behenic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1259626.161,3,0,1396.841,1412.133,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,4.534343056
1470.241,1480.436,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1432587.402,4,0,1470.241,1480.436,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,5.156960803
1606.337,1616.532,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1866381.298,5,0,1606.337,1616.532,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,6.718511683
1728.671,1747.021,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1816266.149,6,0,1728.671,1747.021,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,6.538109524
1981.494,1993.727,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,11669538.18,7,0,1981.494,1993.727,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,42.00745511
2274.585,2279.683,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1780768.204,8,0,2274.585,2279.683,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,6.41032569
2278.663,2283.76,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,2688297.911,9,0,2278.663,2283.76,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,9.677208479
2378.059,2392.841,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_185/PCB_185.CDF.csv,1616940,10,0,2378.059,2392.841,PCB_185,Keith Jones,MO,wild onion,,,Allium,sp,,,,good,3,,,,5.820584621
1313.234,1324.448,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,3807574.455,1,0,1313.234,1324.448,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,7.547238932
1501.831,1513.555,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,3984314.43,2,0,1501.831,1513.555,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,7.897566637
1857.619,1876.988,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,3945044.924,3,0,1857.619,1876.988,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,7.819728016
2042.648,2054.882,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,4341099.551,4,0,2042.648,2054.882,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,8.604773439
2276.102,2281.709,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,4802605.479,5,0,2276.102,2281.709,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,9.519554108
2280.18,2285.787,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,4971537.326,6,0,2280.18,2285.787,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,9.854404819
2382.634,2392.829,beta-amyrin acetate/30-melissic acid?,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_187/PCB_187.CDF.csv,24597723.32,7,0,2382.634,2392.829,PCB_187,Stanis Zarsky,TX,ghost plant,,,Graptopetalum,paraguayense,,,,good,2,take acid conaminant from beta-amyrin acetate (484 m/z),,,48.75673405
2408.288,2420.871,19-nonadecane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_19/PCB_19.CDF.csv,5389536.761,1,0,2408.288,2420.871,PCB_19,Robyn Klein,MT,Allium,,16-hentriacontanone_(100%),Allium,brevistylum,stem,2019-08-06 00:00:00,1,good,,,,,9.068763246
2461.639,2478.752,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_19/PCB_19.CDF.csv,5497435.937,2,0,2461.639,2478.752,PCB_19,Robyn Klein,MT,Allium,,16-hentriacontanone_(100%),Allium,brevistylum,stem,2019-08-06 00:00:00,1,good,,,,,9.25032098
2603.575,2633.774,31-hentriacontan-16-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_19/PCB_19.CDF.csv,48542704.92,3,0,2603.575,2633.774,PCB_19,Robyn Klein,MT,Allium,,16-hentriacontanone_(100%),Allium,brevistylum,stem,2019-08-06 00:00:00,1,good,,,,,81.68091577
2047.243,2057.947,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,3828300.328,1,0,2047.243,2057.947,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,9.63167643
2279.167,2286.303,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,1425055.549,2,0,2279.167,2286.303,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,3.585317965
2285.284,2292.42,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,1698469.314,3,0,2285.284,2292.42,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,4.27320363
2324.023,2333.707,alpha-amyrin acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,959238.1388,4,0,2324.023,2333.707,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,2.413361173
2338.295,2346.45,lupeol acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,1435804.856,5,0,2338.295,2346.45,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,3.612362303
2366.839,2379.073,triterpenoid acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,2930745.267,6,0,2366.839,2379.073,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,7.373504608
2387.738,2400.481,beta-amyrin acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,2241008.305,7,0,2387.738,2400.481,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,5.638185362
2435.652,2442.788,alpha-amyrin acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,5736541.403,8,0,2435.652,2442.788,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,14.43264788
2444.827,2450.434,lupeol acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_194/PCB_194.CDF.csv,19491815.01,9,0,2444.827,2450.434,PCB_194,Abraham Steinberger,FL,pacara earpod tree,,,Enterolobium,contortisiliquum,,,,good,1,,,,49.03974065
899.836,906.973,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,1034259.51,1,0,899.836,906.973,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,4.875769915
1660.344,1670.029,24-lignoceric acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,1102062.439,2,0,1660.344,1670.029,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,5.195410659
1984.019,1993.704,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,4502491.348,3,0,1984.019,1993.704,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,21.22592215
2222.57,2234.803,33-tritriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,3217921.237,4,0,2222.57,2234.803,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,15.17012258
2383.133,2390.269,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,3469268.026,5,0,2383.133,2390.269,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,16.3550371
2601.804,2610.979,32-lacceroic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_195/PCB_195.CDF.csv,7886227.066,6,0,2601.804,2610.979,PCB_195,Abraham Steinberger,FL,sabal palm,,,Sabal,palmetto,,,,good,3,,,,37.17773759
1473.196,1490.526,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_2/PCB_2.CDF.csv,32830962.67,1,0,1473.196,1490.526,PCB_2,Jesse Bellemare,MA,Black raspberry,,,Rubus,occidentalis,stem,2019-02-12 00:00:00,1,good,,,,,8.307010269
1915.121,1932.452,32-dotriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_2/PCB_2.CDF.csv,42881434.38,2,0,1915.121,1932.452,PCB_2,Jesse Bellemare,MA,Black raspberry,,,Rubus,occidentalis,stem,2019-02-12 00:00:00,1,good,,,,,10.85001739
1947.233,1975.268,beta-amyrin,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_2/PCB_2.CDF.csv,207876628,3,0,1947.233,1975.268,PCB_2,Jesse Bellemare,MA,Black raspberry,,,Rubus,occidentalis,stem,2019-02-12 00:00:00,1,good,,,,,52.59770482
2106.775,2122.067,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_2/PCB_2.CDF.csv,69362339.22,4,0,2106.775,2122.067,PCB_2,Jesse Bellemare,MA,Black raspberry,,,Rubus,occidentalis,stem,2019-02-12 00:00:00,1,good,,,,,17.55031279
2282.118,2296.9,34-tetratriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_2/PCB_2.CDF.csv,42268595.8,5,0,2282.118,2296.9,PCB_2,Jesse Bellemare,MA,Black raspberry,,,Rubus,occidentalis,stem,2019-02-12 00:00:00,1,good,,,,,10.69495473
949.671,984.903,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_20/PCB_20.CDF.csv,3712863.758,1,0,949.671,984.903,PCB_20,Robyn Klein,MT,Western coneflower,,"beta-sitosterol_(80%),fatty acids_(20%)",Rudbeckia,occidentalis,stem,2019-08-06 00:00:00,1,good,,,,,33.49679647
1219.952,1268.271,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_20/PCB_20.CDF.csv,2609487.683,2,0,1219.952,1268.271,PCB_20,Robyn Klein,MT,Western coneflower,,"beta-sitosterol_(80%),fatty acids_(20%)",Rudbeckia,occidentalis,stem,2019-08-06 00:00:00,1,good,,,,,23.54233376
2060.997,2077.607,24-lignoceric acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_20/PCB_20.CDF.csv,1789029.659,3,0,2060.997,2077.607,PCB_20,Robyn Klein,MT,Western coneflower,,"beta-sitosterol_(80%),fatty acids_(20%)",Rudbeckia,occidentalis,stem,2019-08-06 00:00:00,1,good,,,,,16.14030739
2713.298,2725.377,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_20/PCB_20.CDF.csv,2972854.259,4,0,2713.298,2725.377,PCB_20,Robyn Klein,MT,Western coneflower,,"beta-sitosterol_(80%),fatty acids_(20%)",Rudbeckia,occidentalis,stem,2019-08-06 00:00:00,1,good,,,,,26.82056238
1340.239,1354.511,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_200/PCB_200.CDF.csv,324126.6816,1,0,1340.239,1354.511,PCB_200,,MO,Two Flower Dandelion,,,Krigia,biflora,,,,good,1,,,,5.770995724
1471.748,1481.433,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_200/PCB_200.CDF.csv,352694.4889,2,0,1471.748,1481.433,PCB_200,,MO,Two Flower Dandelion,,,Krigia,biflora,,,,good,1,,,,6.279638496
1604.276,1611.922,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_200/PCB_200.CDF.csv,256733.6788,3,0,1604.276,1611.922,PCB_200,,MO,Two Flower Dandelion,,,Krigia,biflora,,,,good,1,,,,4.57107991
1795.422,1809.695,26-hexacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_200/PCB_200.CDF.csv,4682922.742,4,0,1795.422,1809.695,PCB_200,,MO,Two Flower Dandelion,,,Krigia,biflora,,,,good,1,,,,83.37828587
1730.707,1744.98,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_204/PCB_204.CDF.csv,8837136.418,1,0,1730.707,1744.98,PCB_204,,MO,White Fawnlily,,,Erythronium,albidum,stem,,,good,1,,,,100
1733.26,1742.435,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_205/PCB_205.CDF.csv,5080845.321,1,0,1733.26,1742.435,PCB_205,,MO,White Fawnlily,,,Erythronium,albidum,leaf,,,good,1,,,,100
1076.731,1093.552,10275_dioctyl adipate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_206/PCB_206.CDF.csv,3453553.338,1,0,1076.731,1093.552,PCB_206,,MO,White Fawnlily,,,Erythronium,albidum,flower,,,good,3,75 uL,dry&rerun,,73.23887122
1265.329,1284.699,5847_dioctyl phthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_206/PCB_206.CDF.csv,747993.8892,2,0,1265.329,1284.699,PCB_206,,MO,White Fawnlily,,,Erythronium,albidum,flower,,,good,3,75 uL,dry&rerun,,15.862569
1723.061,1739.882,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_206/PCB_206.CDF.csv,513917.7714,3,0,1723.061,1739.882,PCB_206,,MO,White Fawnlily,,,Erythronium,albidum,flower,,,good,3,75 uL,dry&rerun,,10.89855977
1339.238,1350.962,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_207/PCB_207.CDF.csv,968687.304,1,0,1339.238,1350.962,PCB_207,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,4.484722914
1472.276,1481.451,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_207/PCB_207.CDF.csv,1866770.525,2,0,1472.276,1481.451,PCB_207,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,8.642570742
1600.217,1617.038,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_207/PCB_207.CDF.csv,1203538.807,3,0,1600.217,1617.038,PCB_207,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,5.57201281
1735.803,1744.978,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_207/PCB_207.CDF.csv,17560716.93,4,0,1735.803,1744.978,PCB_207,,MO,Smooth Rockcress,,,Borodinia,laevigata,,,,good,1,,,,81.30069353
956.213,966.28,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_21/PCB_21.CDF.csv,1852046.333,1,0,956.213,966.28,PCB_21,Robyn Klein,MT,White sage,,ursolic acid_(100%),Salvia,apiana,stem,2019-08-06 00:00:00,1,good,,,,,8.860543348
1224.482,1241.595,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_21/PCB_21.CDF.csv,1573195.397,2,0,1224.482,1241.595,PCB_21,Robyn Klein,MT,White sage,,ursolic acid_(100%),Salvia,apiana,stem,2019-08-06 00:00:00,1,good,,,,,7.52646722
2037.844,2052.44,40-tetracontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_21/PCB_21.CDF.csv,2245737.303,3,0,2037.844,2052.44,PCB_21,Robyn Klein,MT,White sage,,ursolic acid_(100%),Salvia,apiana,stem,2019-08-06 00:00:00,1,good,,,,,10.74403614
2980.056,2997.168,oleanolic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_21/PCB_21.CDF.csv,4420074.214,4,0,2980.056,2997.168,PCB_21,Robyn Klein,MT,White sage,,ursolic acid_(100%),Salvia,apiana,stem,2019-08-06 00:00:00,1,good,,,,,21.14647916
3037.937,3064.11,ursolic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_21/PCB_21.CDF.csv,10811122.39,5,0,3037.937,3064.11,PCB_21,Robyn Klein,MT,White sage,,ursolic acid_(100%),Salvia,apiana,stem,2019-08-06 00:00:00,1,good,,,,,51.72247413
1272.978,1284.702,dioctyl phthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_211/PCB_211.CDF.csv,84407.11838,1,0,1272.978,1284.702,PCB_211,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,3.740363974
1951.93,1966.712,29-nonacosan-10-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_211/PCB_211.CDF.csv,2172248.089,2,0,1951.93,1966.712,PCB_211,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,96.25963603
1340.256,1349.431,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_212/PCB_212.CDF.csv,328017.0131,1,0,1340.256,1349.431,PCB_212,,MO,White Fawnlily,,,Erythronium,albidum,,,,good,1,,,,4.992283751
1471.764,1481.449,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_212/PCB_212.CDF.csv,404211.7252,2,0,1471.764,1481.449,PCB_212,,MO,White Fawnlily,,,Erythronium,albidum,,,,good,1,,,,6.151935867
1603.783,1613.468,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_212/PCB_212.CDF.csv,473606.6538,3,0,1603.783,1613.468,PCB_212,,MO,White Fawnlily,,,Erythronium,albidum,,,,good,1,,,,7.208098079
1725.607,1752.622,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_212/PCB_212.CDF.csv,5364644.762,4,0,1725.607,1752.622,PCB_212,,MO,White Fawnlily,,,Erythronium,albidum,,,,good,1,,,,81.6476823
690.856,705.128,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_217/PCB_217.CDF.csv,245436.4918,1,0,690.856,705.128,PCB_217,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,4.140629885
1469.714,1483.986,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_217/PCB_217.CDF.csv,245957.181,2,0,1469.714,1483.986,PCB_217,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,4.149414158
1951.912,1966.694,29-nonacosan-10-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_217/PCB_217.CDF.csv,4607609.778,3,0,1951.912,1966.694,PCB_217,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,77.73255968
2381.609,2390.785,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_217/PCB_217.CDF.csv,224375.7465,4,0,2381.609,2390.785,PCB_217,,MO,Bloodroot,,,Sanguinaria,canadensis,,,,good,1,,,,3.785325134
